Date,Age,Life Event,Unnamed: 3,PredictedLabel,PredictedTheme
"May 16, 1993",28 or 29,"The police show Karla a photograph from one of the videos found at 57 Bayview in which they believe the girl in the picture is Kristen French, but Karla suggests it’s her sister Tammy. The actual person in the picture is Jane Doe whose rapes are not disclosed to the police by Karla until months later.",,4,"The archetypal theme here represents ""Power and Control"". The serial killer demonstrates a need to exert power, dominance, and control over their victims. This is evident from the brutal, personal nature of the killings, sexual assault, and the choice of vulnerable victims. This type of killer receives satisfaction not from killing, but from the process of murder, causing suffering and degradation to their victims."
"May 17, 1993",28 or 29,"Karla takes the police to key areas of the house where they end up finding DNA evidence that proves Leslie Mahaffy and Kristen French had been in the house. The police also end up finding cement that Bernardo purchased, which is the same type he bought before but when he went to return the excess he signed his name to the receipt.",,3,"The archetypal theme here is the ""Sadistic Duo"" or ""Killer Couple"". This pattern involves a dominant and submissive partnership where both individuals participate in the crime. Often, the dominant partner manipulates or coerces the submissive partner into participation. The crimes generally involve sexual assault, torture, and murder. The victims are usually young and vulnerable, and the crimes are often organized and premeditated."
"May 18, 1993",28 or 29,"Paul is charged with two counts of kidnapping, two counts of unlawful confinement, two counts of aggravated sexual assault and first degree murder. In addition he is charged with the dismemberment of Leslie Mahaffy’s body. Karla appears in court for her arraignment on two counts of manslaughter and a bail hearing. Her bail is set at $110,000. There are a number of conditions. Karla must appear in court on June 7, 1993 at which time a trial date will be set. Her parents use their house as collateral for bail and she is released.",,3,"The archetypal theme here is the ""Sadistic Duo"" or ""Killer Couple"". This pattern involves a dominant and submissive partnership where both individuals participate in the crime. Often, the dominant partner manipulates or coerces the submissive partner into participation. The crimes generally involve sexual assault, torture, and murder. The victims are usually young and vulnerable, and the crimes are often organized and premeditated."
"June 28, 1993",28,Karla is sentenced to only 12 years in prison because of her plea bargain.,,3,"The archetypal theme here is the ""Sadistic Duo"" or ""Killer Couple"". This pattern involves a dominant and submissive partnership where both individuals participate in the crime. Often, the dominant partner manipulates or coerces the submissive partner into participation. The crimes generally involve sexual assault, torture, and murder. The victims are usually young and vulnerable, and the crimes are often organized and premeditated."
"July 6, 1993",28,"Karla’s trial begins and she pleads guilty to two charges of manslaughter and is sentenced to 12 years in prison. Debbie Mahaffy, the mother of Leslie, and Donna French, the mother of Kristen both read statements to the court. When the trial is over Karla is taken to Kingston Prison for Women.",,4,"The archetypal theme here represents ""Power and Control"". The serial killer demonstrates a need to exert power, dominance, and control over their victims. This is evident from the brutal, personal nature of the killings, sexual assault, and the choice of vulnerable victims. This type of killer receives satisfaction not from killing, but from the process of murder, causing suffering and degradation to their victims."
"October 6, 1993",29,"Karla writes her lawyer, George Walker, telling him that she remembers vague details of the Jane Doe rapes. Karla asked Walker to do something so the terms of her plea agreement aren’t changed when the information is disclosed.",,3,"The archetypal theme here is the ""Sadistic Duo"" or ""Killer Couple"". This pattern involves a dominant and submissive partnership where both individuals participate in the crime. Often, the dominant partner manipulates or coerces the submissive partner into participation. The crimes generally involve sexual assault, torture, and murder. The victims are usually young and vulnerable, and the crimes are often organized and premeditated."
"November 2, 1993",29,Police receive the information Karla wrote to her lawyer about the Jane Doe rapes. The police re-examine the tape that they thought showed Kristen French.,,3,"The archetypal theme here is the ""Sadistic Duo"" or ""Killer Couple"". This pattern involves a dominant and submissive partnership where both individuals participate in the crime. Often, the dominant partner manipulates or coerces the submissive partner into participation. The crimes generally involve sexual assault, torture, and murder. The victims are usually young and vulnerable, and the crimes are often organized and premeditated."
"February 12, 1994",29,The police interview Jane Doe about the rapes and when they inform her of them she does not recall anything about them,,4,"The archetypal theme here represents ""Power and Control"". The serial killer demonstrates a need to exert power, dominance, and control over their victims. This is evident from the brutal, personal nature of the killings, sexual assault, and the choice of vulnerable victims. This type of killer receives satisfaction not from killing, but from the process of murder, causing suffering and degradation to their victims."
"February 25, 1994",29,Karla’s request for a divorce from Bernardo is officially granted.,,4,"The archetypal theme here represents ""Power and Control"". The serial killer demonstrates a need to exert power, dominance, and control over their victims. This is evident from the brutal, personal nature of the killings, sexual assault, and the choice of vulnerable victims. This type of killer receives satisfaction not from killing, but from the process of murder, causing suffering and degradation to their victims."
"April 28, 1994",29,Tammy’s second autopsy report is released. It concludes that the exact cause of death is unknown but that she either died from choking on her own vomit or from the poison used on her.,,8,"The archetypal theme represented here is ""Domestic Violence and Marital Discord"". The perpetrators show a pattern of abusive behavior, lack of respect for their partners, and the inability to maintain a healthy relationship. They also exhibit impulsive behaviors, lack of empathy, and violent tendencies, which in these cases, escalated to murder."
"September 12, 1994",30,Ken Murray quits being Bernardo’s lawyer because Paul wants to destroy the videotapes. The problem with that is that Murray had planned on using them on Karla during the preliminary hearing in order to gain testimony that he would be able to use during the trial. The preliminary hearing ended up being cancelled. When the preliminary hearing was cancelled Paul wanted to change his defense strategy from Karla being the killer to him having never met Leslie Mahaffy or Kristen French. He also wanted to say that he had nothing to do with their deaths. The problem was that in order for this defense to work the tapes had to be destroyed. John Rosen takes over Paul’s defense.,,3,"The archetypal theme here is the ""Sadistic Duo"" or ""Killer Couple"". This pattern involves a dominant and submissive partnership where both individuals participate in the crime. Often, the dominant partner manipulates or coerces the submissive partner into participation. The crimes generally involve sexual assault, torture, and murder. The victims are usually young and vulnerable, and the crimes are often organized and premeditated."
"September 22, 1994",30,John Rosen gives the police the original copies of the videotapes.,,5,"Power and Control. Anderson's actions and reactions indicate a strong desire for power, control, and authority, frequently demonstrated through his obsession with law enforcement roles, aggressive behavior when confronted, and manipulation of situations through false accusations. His violation of boundaries and policy also reflect his disregard for rules and norms, further emphasizing his desire to exert control over his environment."
"February 8, 1995",30,George Walker is advised by Murray Segal that Karla could be facing new charges of sexual assault in the Jane Doe rapes.,,3,"The archetypal theme here is the ""Sadistic Duo"" or ""Killer Couple"". This pattern involves a dominant and submissive partnership where both individuals participate in the crime. Often, the dominant partner manipulates or coerces the submissive partner into participation. The crimes generally involve sexual assault, torture, and murder. The victims are usually young and vulnerable, and the crimes are often organized and premeditated."
"March 20, 1995",30,"Bernardo and Jane Doe’s lawyers meet several times. Bernardo’s lawyer is trying to figure out if Jane has plans on pursuing charges against Karla for sexual assault. Due to Jane’s deteriorating mental state, she only wants her privacy.",,3,"The archetypal theme here is the ""Sadistic Duo"" or ""Killer Couple"". This pattern involves a dominant and submissive partnership where both individuals participate in the crime. Often, the dominant partner manipulates or coerces the submissive partner into participation. The crimes generally involve sexual assault, torture, and murder. The victims are usually young and vulnerable, and the crimes are often organized and premeditated."
"April 5, 1995",30,"There is a change in Bernardo’s double-murder trial and it is moved from St. Catherine’s to Toronto, Ontario",,4,"The archetypal theme here represents ""Power and Control"". The serial killer demonstrates a need to exert power, dominance, and control over their victims. This is evident from the brutal, personal nature of the killings, sexual assault, and the choice of vulnerable victims. This type of killer receives satisfaction not from killing, but from the process of murder, causing suffering and degradation to their victims."
"May 18,1995",30,"There is a second very important meeting regarding the charges of sexual assault against Karla. The decision is made that she will not face any more charges. Their reasoning for this decision is that she did not disclose the information due to the fact that she was suffering from post-traumatic stress disorder amnesia. There worry was what impact placing charges would have on her effectiveness as a witness. Paul’s' trial takes place. He is faced with 2 counts first degree murder, 2 counts aggravated assault, 2 counts forcible confinement, 2 counts kidnapping, 1 count performing an indignity on a human body. He pleads not guilty, claiming that the deaths were accidental, and then saying that Karla was the killer.",,3,"The archetypal theme here is the ""Sadistic Duo"" or ""Killer Couple"". This pattern involves a dominant and submissive partnership where both individuals participate in the crime. Often, the dominant partner manipulates or coerces the submissive partner into participation. The crimes generally involve sexual assault, torture, and murder. The victims are usually young and vulnerable, and the crimes are often organized and premeditated."
"September 1, 1995",31,"Bernardo is found guilty. The jury found him guilty of all charges: two counts each of kidnapping, forcible confinement, aggravated sexual assault, and first degree murder along with one count of offering an indignity to a dead human body. His sentence was life in prison with no chance of parole for 25 years. Later he was taken to Kingston Penitentiary where he was in a tiny prison cell for 23 hours a day.",,2,"This archetypal theme represents a pattern of escalating criminal behavior and disregard for the law. The individual has a history of theft, drug-related offenses, and increasingly violent crimes (hit and run, kidnapping), showing a progression from non-violent to violent offenses. The repeat parole violations indicate a lack of remorse or willingness to conform to societal norms even after serving time in prison. This pattern can be associated with an antisocial personality disorder, often found in serial offenders."
"November 3, 1995",31,Paul returns back to court to face charges for the Scarborough rapes and also faces a Dangerous Offender hearing. According to a recent federal law anyone said to be a Dangerous Offender faces an indefinite prison term. The charges Paul faces for the Scarborough hearing include: ten counts of sexual assault while using a weapon; two counts of choking with intent to render incapable of resistance to sexual assault; three counts of buggery; five counts of sexual assault causing bodily harm; two counts of unlawful confinement; six counts of anal intercourse; eight counts of robbery and two counts of aggravated sexual assault. Paul accepts the Dangerous Offender declaration and concedes to guilt in all the rapes in exchange that all charges against him including the role he played in the death of Tammy Homolka be stayed.,,3,"The archetypal theme here is the ""Sadistic Duo"" or ""Killer Couple"". This pattern involves a dominant and submissive partnership where both individuals participate in the crime. Often, the dominant partner manipulates or coerces the submissive partner into participation. The crimes generally involve sexual assault, torture, and murder. The victims are usually young and vulnerable, and the crimes are often organized and premeditated."
"Nov, 1995",31,"A book on Bernardo and Homolka, Deadly Innocence, is published by Toronto Sun reporters Scott Burnside and Alan Cairns",,4,"The archetypal theme here represents ""Power and Control"". The serial killer demonstrates a need to exert power, dominance, and control over their victims. This is evident from the brutal, personal nature of the killings, sexual assault, and the choice of vulnerable victims. This type of killer receives satisfaction not from killing, but from the process of murder, causing suffering and degradation to their victims."
"July 6, 1997",32,Karla is eligible for parole but does not apply.,,2,"This archetypal theme represents a pattern of escalating criminal behavior and disregard for the law. The individual has a history of theft, drug-related offenses, and increasingly violent crimes (hit and run, kidnapping), showing a progression from non-violent to violent offenses. The repeat parole violations indicate a lack of remorse or willingness to conform to societal norms even after serving time in prison. This pattern can be associated with an antisocial personality disorder, often found in serial offenders."
November 2004,40,"Paul and Karla are still in jail. Karla is up for release in the summer of 2005. Paul will be in jail for at least 16 more years.,Paul and Karla are still in Jail. Karla is up for release in the summer of 2005. Paul will be in jail for at least 16 more years.",,3,"The archetypal theme here is the ""Sadistic Duo"" or ""Killer Couple"". This pattern involves a dominant and submissive partnership where both individuals participate in the crime. Often, the dominant partner manipulates or coerces the submissive partner into participation. The crimes generally involve sexual assault, torture, and murder. The victims are usually young and vulnerable, and the crimes are often organized and premeditated."
